Cow_ID,Age_Years,Breed,Farm_Cleanliness,Env_Temp_7d_Avg_C,Env_Humidity_7d_Avg,Body_Temp_7d_Avg_C,Cow_Movement_7d_Avg_Steps,Milk_Conductivity_7d_Avg_mS_cm,Milk_Yield_7d_Avg_L,Mastitis_Risk_Percentage
COW_1206,11,Holstein,Yes,17.5,62.0,38.95,2347.0,5.95,30.5,37.6
COW_1207,7,Holstein,No,13.9,54.9,38.94,1471.0,6.0,21.8,42.1
COW_1208,6,Holstein,Yes,16.3,62.8,38.62,2295.0,5.7,22.1,16.1
COW_1209,10,Holstein,No,34.3,43.6,39.05,1526.0,6.83,17.9,74.3
COW_1210,7,Jersey,Yes,23.5,79.9,39.19,1128.0,6.17,28.2,46.9
COW_1211,9,Jersey,Yes,19.5,52.2,38.9,1331.0,5.64,28.5,38.8
COW_1212,3,Holstein,Yes,32.7,76.3,38.79,2406.0,5.16,22.5,21.6
COW_1213,10,Guernsey,Yes,20.3,43.4,38.76,1304.0,4.98,39.5,18.4
COW_1214,6,Brown Swiss,Yes,18.7,87.8,38.69,2776.0,5.04,22.6,10.4
COW_1215,8,Holstein,Yes,15.4,49.7,38.87,1577.0,5.72,32.5,20.5
COW_1216,11,Holstein,No,19.8,84.1,39.2,2073.0,6.12,31.7,49.7
COW_1217,2,Holstein,Yes,18.2,80.5,38.65,1765.0,5.43,29.0,7.4
COW_1218,11,Guernsey,Yes,27.6,88.4,39.18,1974.0,5.81,22.0,32.7
COW_1219,6,Guernsey,Yes,17.5,63.9,38.47,2414.0,5.05,24.2,12.4
COW_1220,11,Holstein,No,25.0,76.4,39.26,1887.0,6.45,21.8,56.4
COW_1221,3,Holstein,Yes,11.7,58.5,39.14,1492.0,5.88,31.5,27.4
COW_1222,7,Holstein,Yes,15.0,49.2,38.83,1556.0,5.21,21.6,6.5
COW_1223,2,Holstein,Yes,20.6,62.2,38.53,1909.0,5.02,18.5,3.6
COW_1224,4,Holstein,Yes,34.4,48.3,39.01,1183.0,5.86,26.4,46.7
COW_1225,6,Guernsey,Yes,19.8,89.1,38.71,1894.0,5.29,30.6,22.6
COW_1226,5,Jersey,No,27.3,44.8,39.43,1207.0,7.09,31.5,61.7
COW_1227,4,Jersey,Yes,16.6,69.5,38.61,2319.0,5.4,20.8,6.9
COW_1228,11,Guernsey,No,13.3,71.3,39.29,1336.0,5.96,22.8,56.0
COW_1229,6,Jersey,Yes,11.5,66.9,38.81,1218.0,4.61,34.8,7.3
COW_1230,9,Holstein,Yes,17.9,73.1,39.27,2254.0,5.56,27.5,17.0
COW_1231,5,Holstein,No,14.1,45.8,39.24,1612.0,6.41,23.1,48.5
COW_1232,2,Holstein,Yes,14.5,67.8,38.59,1929.0,4.92,33.5,6.9
COW_1233,8,Jersey,No,29.8,54.4,39.3,1595.0,7.21,18.3,80.9
COW_1234,9,Holstein,Yes,10.4,87.0,38.9,2046.0,5.62,31.1,29.2
COW_1235,4,Jersey,No,24.5,78.1,39.23,1284.0,6.27,17.6,60.5
COW_1236,7,Holstein,Yes,19.9,88.6,38.82,1446.0,6.27,17.1,43.5
COW_1237,3,Holstein,Yes,23.2,41.9,38.72,1420.0,5.21,26.2,21.2
COW_1238,8,Holstein,Yes,24.6,54.3,39.0,1227.0,5.55,13.2,28.4
COW_1239,9,Holstein,Yes,18.1,49.8,38.86,1944.0,5.77,27.0,34.2
COW_1240,7,Jersey,Yes,17.7,40.6,39.0,1953.0,5.38,18.0,20.1
COW_1241,7,Jersey,Yes,29.1,52.1,38.64,2064.0,5.92,28.8,26.5
COW_1242,6,Holstein,Yes,32.7,73.9,39.1,2140.0,5.9,27.0,28.7
COW_1243,9,Holstein,Yes,15.0,51.6,39.1,1997.0,5.8,26.0,28.5
COW_1244,2,Holstein,No,12.5,65.5,39.18,1962.0,5.8,27.9,36.0
COW_1245,11,Holstein,Yes,33.3,84.4,39.02,880.0,6.56,24.4,59.9
COW_1246,5,Holstein,Yes,19.1,74.7,38.78,1780.0,5.04,26.9,2.7
COW_1247,5,Guernsey,Yes,24.3,59.7,39.09,1854.0,6.26,32.9,48.2
COW_1248,4,Holstein,Yes,19.3,58.6,38.54,1446.0,4.92,30.7,11.0
COW_1249,4,Holstein,Yes,13.3,62.8,38.81,1828.0,5.7,31.5,14.4
COW_1250,5,Holstein,Yes,25.3,48.9,38.79,1934.0,5.64,32.4,25.7
COW_1251,2,Holstein,No,23.7,71.7,39.69,1400.0,7.52,23.2,73.2
COW_1252,3,Holstein,No,15.3,58.2,39.08,1820.0,6.35,36.6,24.6
COW_1253,10,Holstein,Yes,21.7,82.6,38.87,1869.0,6.02,26.4,35.7
COW_1254,11,Holstein,Yes,30.7,77.8,38.98,1695.0,5.95,25.1,39.3
COW_1255,3,Holstein,Yes,25.4,70.5,39.18,1077.0,6.05,20.6,52.1
COW_1256,6,Holstein,Yes,12.5,58.2,38.73,2087.0,5.35,27.1,12.7
COW_1257,10,Holstein,Yes,24.2,50.5,39.3,1678.0,6.14,20.9,42.3
COW_1258,10,Holstein,Yes,28.3,78.8,39.45,1025.0,6.67,25.6,69.0
COW_1259,9,Brown Swiss,Yes,30.6,64.3,39.07,2108.0,6.31,20.7,38.5
COW_1260,2,Holstein,Yes,26.4,51.2,38.91,1923.0,5.41,26.9,34.3
COW_1261,2,Holstein,Yes,14.0,49.8,38.46,1380.0,4.86,32.0,3.7
COW_1262,10,Holstein,No,28.5,48.3,39.43,1277.0,6.22,24.4,49.3
COW_1263,9,Holstein,Yes,27.6,78.9,38.88,1546.0,5.81,21.8,31.4
COW_1264,11,Holstein,No,10.6,51.4,39.55,1296.0,6.61,26.0,58.9
COW_1265,10,Jersey,No,20.7,66.3,39.18,1680.0,5.86,24.1,41.6
COW_1266,8,Jersey,Yes,18.7,62.6,39.09,1498.0,5.42,14.1,8.1
COW_1267,4,Holstein,Yes,27.4,69.0,39.49,1720.0,6.36,17.7,69.3
COW_1268,4,Holstein,Yes,15.6,83.9,38.47,2337.0,4.8,37.3,10.0
COW_1269,3,Holstein,No,25.4,83.4,39.11,1739.0,6.18,31.1,51.3
COW_1270,6,Guernsey,No,33.7,62.6,39.13,1596.0,5.96,27.0,44.5
COW_1271,4,Holstein,Yes,30.7,40.8,38.73,2143.0,5.63,31.7,17.3
COW_1272,7,Holstein,Yes,34.0,61.3,39.02,1555.0,5.97,21.3,39.2
COW_1273,3,Holstein,No,35.4,70.3,39.03,1301.0,6.73,22.4,48.0
COW_1274,4,Holstein,Yes,10.3,67.9,38.85,2243.0,5.32,34.3,17.9
COW_1275,6,Holstein,No,26.2,72.6,39.54,1406.0,6.88,22.7,80.4
COW_1276,2,Holstein,No,20.7,47.7,38.86,1461.0,6.06,26.2,26.8
COW_1277,2,Holstein,Yes,32.4,72.3,39.12,1677.0,5.31,26.7,21.6
COW_1278,11,Jersey,Yes,16.5,49.1,38.94,1497.0,5.93,33.0,33.1
COW_1279,10,Holstein,Yes,35.5,77.5,38.97,2287.0,6.09,30.7,44.5
COW_1280,8,Holstein,Yes,26.0,57.0,38.84,1639.0,5.34,28.4,41.9
COW_1281,2,Guernsey,Yes,30.6,75.5,39.28,1543.0,6.66,23.6,54.2
COW_1282,9,Holstein,No,12.2,42.4,39.45,1528.0,7.1,19.6,71.3
COW_1283,4,Holstein,No,14.8,60.4,39.19,1247.0,6.14,28.8,30.2
COW_1284,9,Holstein,No,29.7,75.3,39.29,1790.0,5.98,17.9,59.2
COW_1285,6,Holstein,Yes,10.6,51.3,38.56,1662.0,4.97,23.5,10.3
COW_1286,2,Jersey,No,31.2,79.8,39.61,1958.0,6.42,15.9,60.2
COW_1287,8,Holstein,Yes,10.4,71.5,38.84,1750.0,5.0,35.2,14.7
COW_1288,6,Holstein,Yes,27.1,69.4,39.08,1950.0,6.43,21.3,43.1
COW_1289,7,Holstein,Yes,19.5,57.7,38.9,900.0,5.43,29.5,20.0
COW_1290,7,Holstein,Yes,25.9,64.1,39.04,1316.0,5.66,25.6,37.5
COW_1291,9,Jersey,No,28.1,69.9,39.15,1341.0,6.73,35.3,66.8
COW_1292,10,Holstein,Yes,18.9,63.6,38.91,1059.0,5.62,29.5,27.7
COW_1293,3,Holstein,Yes,12.8,74.9,38.65,2143.0,4.24,18.1,9.3
COW_1294,10,Jersey,Yes,11.8,61.7,38.9,1948.0,5.16,34.3,20.5
COW_1295,11,Holstein,Yes,25.3,50.1,39.07,1253.0,5.81,22.3,45.0
COW_1296,10,Jersey,Yes,23.5,50.7,38.95,1665.0,5.93,24.6,39.3
COW_1297,11,Jersey,Yes,29.3,40.3,39.29,1940.0,5.75,22.2,35.8
COW_1298,11,Jersey,Yes,23.3,55.0,39.23,967.0,5.84,26.6,32.7
COW_1299,8,Holstein,Yes,21.0,77.4,38.38,1338.0,4.92,28.3,22.7
COW_1300,2,Holstein,No,20.4,79.7,39.37,1452.0,6.1,21.0,48.1
COW_1301,8,Jersey,Yes,10.7,50.1,38.79,1855.0,5.56,25.1,26.4
COW_1302,11,Holstein,Yes,18.7,88.0,38.81,1743.0,5.89,27.4,28.0
COW_1303,6,Holstein,Yes,35.4,65.1,39.02,1847.0,6.32,12.9,54.3
COW_1304,7,Guernsey,Yes,32.7,85.8,38.86,1856.0,5.42,18.5,38.4
COW_1305,11,Guernsey,Yes,18.6,75.3,38.74,2075.0,5.67,36.8,20.0
COW_1306,8,Holstein,Yes,25.3,76.1,38.85,1216.0,5.97,27.5,33.4
COW_1307,6,Holstein,No,32.0,44.3,39.17,1459.0,6.58,19.9,57.7
COW_1308,8,Holstein,Yes,21.5,51.0,38.64,1737.0,4.76,18.5,13.1
COW_1309,10,Jersey,No,10.5,40.4,39.22,2033.0,6.37,24.0,50.1
COW_1310,4,Guernsey,No,11.9,75.8,39.22,1594.0,6.08,28.6,49.9
COW_1311,9,Holstein,Yes,23.3,57.2,39.2,1398.0,6.09,38.0,44.4
COW_1312,3,Holstein,Yes,35.2,79.3,38.8,2156.0,5.31,38.4,9.5
COW_1313,8,Guernsey,Yes,28.0,56.9,38.94,1778.0,6.44,20.3,46.5
COW_1314,3,Holstein,No,11.8,81.0,39.07,1423.0,5.69,23.5,37.4
COW_1315,5,Holstein,No,14.9,46.5,38.88,1562.0,5.79,18.2,28.6
COW_1316,8,Brown Swiss,Yes,30.1,48.7,39.14,1557.0,6.23,21.3,38.4
COW_1317,4,Holstein,No,31.9,57.0,39.15,1812.0,6.33,21.8,65.9
COW_1318,3,Holstein,Yes,26.1,60.4,39.14,1577.0,6.51,21.8,60.5
COW_1319,11,Holstein,No,26.8,57.4,39.24,1696.0,6.37,32.6,55.7
COW_1320,8,Holstein,No,10.7,78.2,39.29,1402.0,5.93,17.7,52.6
COW_1321,2,Jersey,Yes,31.5,44.8,39.05,1792.0,5.8,25.5,41.3
COW_1322,9,Holstein,Yes,30.5,57.6,39.04,2106.0,6.0,15.0,38.2
COW_1323,4,Brown Swiss,Yes,16.7,81.9,39.29,1575.0,6.08,27.7,38.7
COW_1324,3,Holstein,Yes,28.4,43.3,38.93,1578.0,6.59,17.5,50.6
COW_1325,4,Holstein,No,15.6,87.1,38.98,1165.0,5.97,30.1,45.8
COW_1326,6,Holstein,Yes,11.0,89.3,38.55,1624.0,4.81,27.2,6.7
COW_1327,9,Holstein,Yes,15.2,44.4,38.5,1752.0,5.1,20.4,12.9
COW_1328,11,Holstein,Yes,14.6,54.6,38.83,1373.0,5.3,15.4,30.3
COW_1329,8,Holstein,No,18.8,58.6,39.29,1972.0,6.12,19.4,46.1
COW_1330,8,Holstein,Yes,20.9,78.8,38.94,1395.0,5.72,26.9,35.1
COW_1331,8,Holstein,Yes,23.2,69.8,39.01,1918.0,6.05,27.6,41.1
COW_1332,9,Jersey,Yes,22.4,72.2,38.6,1873.0,4.85,24.7,29.8
COW_1333,2,Jersey,No,17.0,77.9,38.96,1648.0,5.74,29.8,32.1
COW_1334,5,Jersey,No,10.8,45.9,39.02,2119.0,5.76,19.4,48.6
COW_1335,7,Holstein,Yes,25.7,81.7,39.06,945.0,5.95,13.2,29.6
COW_1336,10,Holstein,Yes,20.3,75.3,38.91,1521.0,5.82,25.8,50.2
COW_1337,3,Jersey,Yes,17.8,68.9,38.75,1441.0,5.36,35.0,22.6
COW_1338,2,Holstein,Yes,32.5,84.5,38.99,1114.0,5.29,35.0,24.8
COW_1339,11,Holstein,Yes,29.4,75.0,39.02,1243.0,6.2,18.6,37.9
COW_1340,3,Jersey,No,32.3,50.1,39.07,1414.0,6.79,19.7,64.8
COW_1341,8,Jersey,Yes,22.9,61.5,39.28,1400.0,5.96,28.8,40.1
COW_1342,4,Holstein,No,13.4,64.7,39.13,1986.0,5.65,22.5,33.7
COW_1343,11,Holstein,Yes,28.1,42.8,39.48,1373.0,6.1,22.9,68.1
COW_1344,3,Jersey,Yes,15.4,87.7,38.58,1697.0,5.44,23.6,20.2
COW_1345,8,Holstein,Yes,21.5,46.4,38.99,1754.0,5.32,22.1,7.5
COW_1346,3,Jersey,Yes,11.7,74.9,38.54,1917.0,4.55,24.1,2.4
COW_1347,4,Jersey,Yes,31.5,65.3,38.82,1628.0,5.19,32.2,18.5
COW_1348,8,Jersey,Yes,13.3,41.3,38.61,1586.0,5.14,28.9,9.0
COW_1349,5,Holstein,Yes,33.5,86.2,39.35,1853.0,6.29,30.1,53.0
COW_1350,2,Holstein,Yes,32.5,82.6,38.89,1544.0,5.29,29.7,23.6
COW_1351,6,Jersey,Yes,22.1,66.2,38.79,1763.0,4.94,38.0,8.5
COW_1352,10,Holstein,No,29.4,51.4,39.37,1550.0,6.12,26.0,62.5
COW_1353,9,Jersey,Yes,26.1,46.1,38.92,1860.0,5.93,30.7,28.5
COW_1354,10,Holstein,No,30.9,58.2,39.37,1079.0,6.61,20.4,78.3
COW_1355,11,Holstein,Yes,21.2,52.8,39.25,1972.0,5.83,41.9,35.1
COW_1356,10,Guernsey,No,30.4,65.3,39.25,1493.0,6.82,21.8,81.5
COW_1357,8,Jersey,Yes,22.0,88.3,38.92,1870.0,5.73,16.6,22.1
COW_1358,5,Guernsey,No,34.5,68.7,39.38,1329.0,6.3,23.9,63.6
COW_1359,6,Jersey,Yes,22.6,84.5,38.96,1705.0,5.26,22.6,9.6
COW_1360,2,Holstein,Yes,22.0,72.5,39.03,1763.0,4.88,33.5,16.6
COW_1361,2,Jersey,Yes,30.4,63.8,39.0,1269.0,5.3,29.5,34.0
COW_1362,4,Guernsey,Yes,31.4,82.7,39.06,1699.0,5.84,25.2,27.8
COW_1363,9,Holstein,Yes,24.4,63.6,39.51,1783.0,5.87,19.3,52.0
COW_1364,3,Holstein,Yes,14.7,83.4,38.89,2085.0,5.45,27.8,24.7
COW_1365,5,Holstein,Yes,22.2,54.6,38.55,1773.0,5.3,25.2,6.9
COW_1366,3,Holstein,No,35.2,46.4,39.1,1921.0,6.28,28.3,56.7
COW_1367,6,Jersey,Yes,29.6,82.8,38.69,2462.0,5.31,30.1,26.2
COW_1368,10,Holstein,Yes,31.1,69.4,39.06,1586.0,5.36,41.1,42.1
COW_1369,2,Holstein,Yes,10.9,84.5,38.96,2104.0,5.4,25.5,22.8
COW_1370,6,Holstein,Yes,22.2,86.9,39.11,878.0,6.37,23.2,41.6
COW_1371,10,Holstein,Yes,26.8,42.7,38.85,1220.0,5.78,24.3,41.2
COW_1372,2,Holstein,Yes,31.6,65.0,39.12,1756.0,5.46,25.7,28.9
COW_1373,10,Holstein,No,11.3,58.7,39.01,1195.0,6.24,28.1,55.3
COW_1374,9,Guernsey,No,32.2,71.3,39.18,1963.0,6.83,20.7,63.4
COW_1375,5,Holstein,No,24.3,79.7,39.19,1724.0,6.54,33.3,49.3
COW_1376,11,Holstein,Yes,15.1,54.0,38.91,2144.0,5.12,30.5,24.0
COW_1377,6,Holstein,No,18.2,67.8,39.27,1540.0,5.83,21.7,51.5
COW_1378,6,Jersey,Yes,17.3,75.4,38.78,1484.0,5.83,23.9,17.0
COW_1379,7,Holstein,Yes,23.8,46.7,39.26,1529.0,5.67,31.5,32.4
COW_1380,8,Jersey,Yes,11.3,80.7,38.83,1929.0,5.37,28.0,21.7
COW_1381,9,Jersey,Yes,14.1,70.3,39.1,1518.0,5.44,26.6,27.9
COW_1382,9,Jersey,Yes,31.1,87.5,39.07,1965.0,5.75,23.3,35.3
COW_1383,3,Holstein,Yes,13.4,57.0,38.54,2171.0,5.35,28.3,3.6
COW_1384,10,Jersey,Yes,16.1,45.4,39.14,1575.0,6.2,21.2,50.0
COW_1385,8,Holstein,Yes,21.8,65.3,39.27,1102.0,6.06,33.7,31.3
COW_1386,5,Guernsey,Yes,23.4,44.3,38.82,2386.0,5.41,30.9,22.2
COW_1387,5,Holstein,Yes,29.9,88.5,38.9,1627.0,5.67,25.1,31.9
COW_1388,9,Holstein,Yes,21.6,41.9,38.82,2861.0,5.31,27.0,17.9
COW_1389,5,Holstein,Yes,30.5,77.7,39.21,1683.0,6.51,23.6,60.5
COW_1390,7,Holstein,No,26.1,66.3,39.1,1470.0,6.31,23.8,44.7
COW_1391,6,Jersey,Yes,12.9,58.4,38.66,2069.0,4.79,23.2,13.8
COW_1392,4,Holstein,Yes,14.1,43.3,39.06,1083.0,5.45,17.1,18.6
COW_1393,11,Holstein,Yes,21.4,71.1,38.83,2184.0,5.29,23.1,25.4
COW_1394,3,Holstein,Yes,20.3,69.3,38.74,2643.0,5.44,25.9,20.8
COW_1395,10,Jersey,No,29.3,54.0,39.19,809.0,6.71,18.6,77.6
COW_1396,11,Jersey,Yes,25.1,85.5,39.59,1418.0,6.1,27.2,51.5
COW_1397,10,Jersey,Yes,20.1,55.2,38.76,1818.0,4.96,26.8,21.7
COW_1398,2,Jersey,No,14.4,62.5,39.0,2054.0,4.93,36.6,27.7
COW_1399,11,Holstein,Yes,15.9,67.2,38.82,2485.0,6.02,23.7,24.7
COW_1400,4,Holstein,Yes,25.0,45.0,39.11,1782.0,6.01,26.1,39.4
COW_1401,9,Jersey,Yes,21.0,86.6,38.97,2694.0,5.13,26.8,16.8
COW_1402,7,Holstein,Yes,23.4,58.7,39.0,1679.0,5.8,27.2,35.6
COW_1403,6,Holstein,Yes,14.4,44.0,38.96,1940.0,4.77,32.8,27.3
COW_1404,6,Holstein,Yes,27.2,59.4,38.87,1749.0,5.73,28.3,39.8
COW_1405,7,Holstein,No,32.2,70.0,39.56,1879.0,6.5,13.9,56.7
COW_1406,8,Holstein,Yes,16.7,65.7,39.08,1527.0,6.07,28.1,36.9
COW_1407,2,Guernsey,Yes,22.8,74.7,38.75,2141.0,5.46,22.2,15.5
COW_1408,10,Holstein,Yes,35.4,42.8,39.06,1224.0,6.01,23.4,37.4
COW_1409,4,Holstein,No,18.7,54.2,39.07,1500.0,6.4,27.9,48.2
COW_1410,5,Holstein,No,25.5,81.0,39.13,1355.0,6.11,18.7,52.4
COW_1411,11,Jersey,Yes,12.3,44.0,38.42,1893.0,5.51,34.6,18.2
COW_1412,2,Holstein,Yes,25.8,82.8,39.12,1498.0,5.95,22.9,46.3
COW_1413,11,Guernsey,Yes,12.3,44.6,38.93,2127.0,5.41,37.9,33.3
COW_1414,4,Guernsey,Yes,34.9,81.7,39.12,1370.0,5.6,25.9,43.1
COW_1415,3,Holstein,Yes,28.6,58.0,38.86,1139.0,5.34,35.6,21.1
COW_1416,3,Guernsey,Yes,30.5,70.6,38.87,1247.0,5.86,32.4,22.6
COW_1417,2,Brown Swiss,Yes,28.3,47.6,38.92,2105.0,5.37,23.5,34.0
COW_1418,9,Jersey,No,25.3,43.3,39.23,1086.0,6.57,15.8,67.1
COW_1419,4,Jersey,Yes,21.7,50.8,38.8,2014.0,5.4,28.8,10.6
COW_1420,4,Holstein,No,32.3,46.4,38.9,1474.0,6.23,21.4,47.0
COW_1421,7,Holstein,Yes,34.9,55.6,39.1,2043.0,5.81,35.2,20.7
COW_1422,9,Holstein,Yes,23.0,65.7,39.34,1453.0,6.41,22.5,51.4
COW_1423,10,Holstein,Yes,34.2,69.4,38.82,2689.0,5.45,24.8,26.0
COW_1424,10,Brown Swiss,Yes,25.2,79.5,39.25,2186.0,6.11,17.6,45.2
COW_1425,5,Holstein,Yes,24.0,72.8,38.94,1644.0,5.6,29.0,28.4
COW_1426,6,Jersey,Yes,21.8,70.4,38.53,1761.0,4.77,22.3,5.7
COW_1427,3,Jersey,Yes,15.4,60.6,38.56,2933.0,5.14,29.8,20.3
COW_1428,10,Guernsey,Yes,10.1,63.7,39.02,1350.0,5.5,29.3,32.0
COW_1429,9,Brown Swiss,No,16.3,60.7,39.04,1561.0,6.62,20.7,51.0
COW_1430,4,Holstein,Yes,23.3,82.1,39.08,1773.0,5.43,32.0,32.5
COW_1431,10,Holstein,Yes,19.9,51.5,39.1,1624.0,6.27,23.6,40.8
COW_1432,4,Holstein,Yes,21.7,40.3,38.69,1207.0,5.15,19.8,23.9
COW_1433,10,Holstein,No,35.5,72.6,39.61,1588.0,6.75,29.6,65.3
COW_1434,3,Holstein,Yes,19.1,50.1,38.74,1578.0,5.16,24.0,0.5
COW_1435,11,Holstein,Yes,21.8,84.5,38.27,2366.0,5.54,30.7,12.9
COW_1436,10,Jersey,Yes,13.5,83.0,38.92,1207.0,5.82,28.2,30.8
COW_1437,9,Holstein,Yes,11.2,43.8,38.64,1836.0,5.72,29.7,26.4
COW_1438,10,Holstein,No,30.2,45.3,39.39,732.0,7.03,22.4,74.1
COW_1439,6,Jersey,Yes,24.8,64.8,39.05,938.0,6.32,20.4,31.5
COW_1440,3,Holstein,Yes,29.8,70.5,38.92,1500.0,5.01,36.6,21.0
COW_1441,9,Holstein,Yes,13.9,53.7,38.83,1597.0,5.33,33.5,8.0
COW_1442,7,Jersey,Yes,24.9,75.8,39.35,2020.0,6.23,26.5,44.4
COW_1443,9,Holstein,No,16.6,69.7,39.17,1631.0,5.67,18.5,37.2
COW_1444,6,Jersey,Yes,15.9,56.2,38.8,2411.0,5.21,23.2,9.9
COW_1445,11,Holstein,Yes,10.3,41.3,38.83,1712.0,4.89,31.7,20.5
COW_1446,3,Jersey,Yes,13.4,77.5,38.89,2164.0,4.85,17.4,10.5
COW_1447,7,Holstein,Yes,18.0,50.7,38.87,1505.0,5.05,28.6,21.9
COW_1448,6,Holstein,No,13.0,81.7,39.02,1390.0,6.27,18.6,37.2
COW_1449,6,Holstein,Yes,35.6,61.0,38.69,1091.0,5.63,21.7,31.9
COW_1450,2,Guernsey,Yes,18.0,68.9,38.78,2119.0,5.39,21.4,0.6
COW_1451,3,Holstein,No,13.4,83.6,39.22,1610.0,6.46,24.9,51.2
COW_1452,9,Holstein,Yes,15.2,83.2,39.42,1978.0,5.81,32.0,25.1
COW_1453,4,Brown Swiss,Yes,25.3,58.6,38.88,1821.0,5.45,28.5,23.7
COW_1454,11,Jersey,Yes,11.7,50.4,38.89,2524.0,5.17,29.8,21.1
COW_1455,4,Holstein,No,32.4,78.8,39.34,1562.0,6.46,24.2,42.2
COW_1456,9,Jersey,Yes,35.0,61.7,38.89,1989.0,5.84,28.9,40.4
COW_1457,9,Holstein,Yes,16.4,49.6,38.92,1683.0,5.09,29.9,16.8
COW_1458,3,Holstein,Yes,21.7,85.2,38.81,1510.0,4.9,14.0,19.9
COW_1459,9,Holstein,Yes,10.6,49.9,38.82,2063.0,5.17,32.4,24.2
COW_1460,2,Guernsey,Yes,26.7,41.3,39.01,1792.0,5.8,32.1,17.3
COW_1461,7,Guernsey,Yes,20.8,41.0,38.73,2096.0,5.98,25.3,26.5
COW_1462,9,Holstein,Yes,17.0,71.1,38.87,1958.0,5.38,16.8,21.9
COW_1463,4,Holstein,Yes,15.4,73.1,39.01,1561.0,5.29,29.4,14.8
COW_1464,9,Holstein,Yes,27.0,55.6,38.83,2119.0,5.51,28.3,26.7
COW_1465,2,Brown Swiss,No,20.8,56.0,38.97,1395.0,5.53,23.6,38.9
COW_1466,10,Brown Swiss,No,14.7,57.0,39.47,1813.0,6.35,25.7,44.1
COW_1467,10,Holstein,Yes,27.9,74.0,39.21,2005.0,6.53,29.9,49.1
COW_1468,6,Jersey,Yes,24.7,42.9,38.94,1560.0,5.54,38.3,24.8
COW_1469,11,Jersey,Yes,32.3,86.5,39.15,2068.0,5.78,26.5,36.0
COW_1470,5,Holstein,Yes,13.1,51.1,38.66,2038.0,5.04,30.4,6.1
COW_1471,7,Holstein,No,30.4,90.0,39.13,1667.0,6.49,18.6,63.9
COW_1472,8,Holstein,Yes,27.5,48.6,39.29,1363.0,6.23,22.6,43.2
COW_1473,6,Jersey,Yes,13.0,78.6,38.65,1916.0,4.98,27.1,25.0
COW_1474,11,Jersey,No,28.1,51.2,39.83,974.0,6.92,26.5,67.7
COW_1475,10,Holstein,Yes,21.5,44.0,38.97,2235.0,6.02,29.7,35.1
COW_1476,4,Guernsey,Yes,34.6,83.7,39.2,1069.0,5.42,37.7,23.0
COW_1477,8,Holstein,Yes,13.7,82.9,38.53,1767.0,5.33,20.1,7.0
COW_1478,11,Holstein,Yes,26.7,60.2,39.32,1285.0,6.15,17.9,50.7
COW_1479,11,Jersey,Yes,19.9,75.1,38.92,2063.0,5.67,33.6,20.0
COW_1480,6,Jersey,No,34.9,67.9,39.48,1981.0,6.19,28.9,63.7
COW_1481,8,Holstein,No,18.6,82.6,39.37,1733.0,6.17,23.9,54.4
COW_1482,3,Holstein,Yes,35.0,55.8,38.91,2722.0,5.69,13.1,32.0
COW_1483,5,Holstein,No,33.4,66.2,39.02,1116.0,5.56,20.3,47.8
COW_1484,3,Holstein,Yes,17.0,64.3,38.62,1465.0,4.59,31.7,1.9
COW_1485,8,Holstein,No,30.9,57.7,39.26,1255.0,6.06,19.4,49.0
COW_1486,3,Holstein,Yes,35.9,84.6,38.78,1854.0,5.63,28.5,21.5
COW_1487,2,Jersey,No,16.6,48.3,39.14,1290.0,5.79,34.5,45.8
COW_1488,10,Holstein,No,21.4,47.5,39.42,1208.0,6.4,28.6,59.6
COW_1489,2,Jersey,Yes,23.5,68.8,38.71,2039.0,5.58,32.0,14.6
COW_1490,9,Jersey,No,17.7,72.9,39.25,1170.0,5.78,23.8,49.6
COW_1491,3,Holstein,No,10.4,49.7,38.99,1298.0,5.28,23.2,32.6
COW_1492,9,Holstein,No,15.7,59.5,39.0,1494.0,5.88,28.8,42.0
COW_1493,4,Jersey,Yes,17.3,87.3,39.0,1683.0,5.09,27.4,24.4
COW_1494,7,Holstein,No,21.5,52.3,39.16,1796.0,6.02,23.5,47.6
COW_1495,4,Jersey,No,14.4,73.4,39.03,1330.0,6.12,17.2,44.7
COW_1496,8,Jersey,Yes,32.7,77.0,39.12,1383.0,6.21,21.3,38.0
COW_1497,11,Jersey,No,28.3,62.4,39.61,1556.0,6.88,25.2,67.3
COW_1498,10,Brown Swiss,Yes,12.2,86.9,38.92,2071.0,5.75,21.2,21.3
COW_1499,3,Holstein,Yes,26.9,76.8,39.19,2075.0,6.31,26.2,40.7
COW_1500,6,Holstein,Yes,27.0,62.9,38.86,1940.0,4.97,29.2,31.9
COW_1501,7,Holstein,Yes,34.9,68.5,38.91,1807.0,5.66,29.3,27.9
COW_1502,5,Holstein,Yes,10.1,74.6,38.66,2176.0,4.82,32.6,9.0
COW_1503,5,Holstein,Yes,16.4,69.6,38.9,1710.0,5.22,30.9,22.1
COW_1504,5,Holstein,No,34.1,83.9,39.32,1346.0,6.73,19.5,66.4
COW_1505,3,Guernsey,Yes,34.2,57.8,39.15,1120.0,5.19,18.7,31.0
COW_1506,5,Holstein,Yes,28.7,55.0,38.98,1975.0,5.37,21.2,37.0
COW_1507,2,Holstein,Yes,29.9,50.7,38.59,1891.0,5.54,31.5,25.0
COW_1508,7,Holstein,Yes,12.4,41.9,39.21,2139.0,5.38,21.3,17.1
